CN Code;Description;Conventional rate of duty (%);Supplementary unit;Conventional Rate of duty (%);Note;CAS RN;Name;Chapter;Section;Section Name;Chapter Name
1104 23;– – Of maize (corn):;;;;;;;11;II;VEGETABLE PRODUCTS;"PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN"
1104 23 40;"– – – Hulled (shelled or husked), whether or not sliced or kibbled; pearled";152 €/t;—;;;;;11;II;VEGETABLE PRODUCTS;"PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN"
1104 23 98;– – – Other;98 €/t;—;;;;;11;II;VEGETABLE PRODUCTS;"PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN"
1104 29;– – Of other cereals:;;;;;;;11;II;VEGETABLE PRODUCTS;"PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN"
1104 29 04;– – – – Hulled (shelled or husked), whether or not sliced or kibbled;150 €/t;—;;;;;11;II;VEGETABLE PRODUCTS;"PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN"
1104 29 05;– – – – Pearled;236 €/t;—;;;;;11;II;VEGETABLE PRODUCTS;"PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN"
1104 29 08;– – – – Other;97 €/t;—;;;;;11;II;VEGETABLE PRODUCTS;"PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN"
1104 29 17;– – – – Hulled (shelled or husked), whether or not sliced or kibbled;129 €/t;—;;;;;11;II;VEGETABLE PRODUCTS;"PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN"
1104 29 30;– – – – Pearled;154 €/t;—;;;;;11;II;VEGETABLE PRODUCTS;"PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN"
1104 29 51;– – – – – Of wheat;99 €/t;—;;;;;11;II;VEGETABLE PRODUCTS;"PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN"
1104 29 55;– – – – – Of rye;97 €/t;—;;;;;11;II;VEGETABLE PRODUCTS;"PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN"
1104 29 59;– – – – – Other;98 €/t;—;;;;;11;II;VEGETABLE PRODUCTS;"PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN"
1104 29 81;– – – – – Of wheat;99 €/t;—;;;;;11;II;VEGETABLE PRODUCTS;"PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN"
1104 29 85;– – – – – Of rye;97 €/t;—;;;;;11;II;VEGETABLE PRODUCTS;"PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN"
1104 29 89;– – – – – Other;98 €/t;—;;;;;11;II;VEGETABLE PRODUCTS;"PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN"
1104 30;– Germ of cereals, whole, rolled, flaked or ground:;;;;;;;11;II;VEGETABLE PRODUCTS;"PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN"
1104 30 10;– – Of wheat;76 €/t;—;;;;;11;II;VEGETABLE PRODUCTS;"PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN"
1104 30 90;– – Of other cereals;75 €/t;—;;;;;11;II;VEGETABLE PRODUCTS;"PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN"
1105;Flour, meal, powder, flakes, granules and pellets of potatoes:;;;;;;;11;II;VEGETABLE PRODUCTS;"PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN"
1105 10 00;– Flour, meal and powder;122;—;;;;;11;II;VEGETABLE PRODUCTS;"PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN"
1105 20 00;– Flakes, granules and pellets;122;—;;;;;11;II;VEGETABLE PRODUCTS;"PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN"
1106;Flour, meal and powder of the dried leguminous vegetables of heading 0713 , of sago or of roots or tubers of heading 0714 or of the products of Chapter 8:;;;;;;;11;II;VEGETABLE PRODUCTS;"PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN"
1106 10 00;– Of the dried leguminous vegetables of heading 0713;►M230  7,7 ()  ◄;—;;;;;11;II;VEGETABLE PRODUCTS;"PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN"
1106 20;– Of sago or of roots or tubers of heading 0714 :;;;;;;;11;II;VEGETABLE PRODUCTS;"PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN"
1106 20 10;– – Denatured (2);95 €/t;—;;;;;11;II;VEGETABLE PRODUCTS;"PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN"
1106 20 90;– – Other;166 €/t;—;;;;;11;II;VEGETABLE PRODUCTS;"PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN"
1106 30;– Of the products of Chapter 8:;;;;;;;11;II;VEGETABLE PRODUCTS;"PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN"
1106 30 10;– – Of bananas;109;—;;;;;11;II;VEGETABLE PRODUCTS;"PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN"
1106 30 90;– – Other;83;—;;;;;11;II;VEGETABLE PRODUCTS;"PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN"
1107;Malt, whether or not roasted:;;;;;;;11;II;VEGETABLE PRODUCTS;"PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN"
1107 10;– Not roasted:;;;;;;;11;II;VEGETABLE PRODUCTS;"PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN"
1107 10 11;– – – In the form of flour;177 €/t;—;;;;;11;II;VEGETABLE PRODUCTS;"PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN"
1107 10 19;– – – Other;134 €/t;—;;;;;11;II;VEGETABLE PRODUCTS;"PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN"
1107 10 91;– – – In the form of flour;173 €/t;—;;;;;11;II;VEGETABLE PRODUCTS;"PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN"
1107 10 99;– – – Other;131 €/t;—;;;;;11;II;VEGETABLE PRODUCTS;"PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN"
1107 20 00;– Roasted;152 €/t;—;;;;;11;II;VEGETABLE PRODUCTS;"PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN"
1108;"Starches; inulin:";;;;;;;11;II;VEGETABLE PRODUCTS;"PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN"
1108 11 00;– – Wheat starch;224 €/t;—;;;;;11;II;VEGETABLE PRODUCTS;"PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN"
1108 12 00;– – Maize (corn) starch;166 €/t;—;;;;;11;II;VEGETABLE PRODUCTS;"PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN"
1108 13 00;– – Potato starch;166 €/t;—;;;;;11;II;VEGETABLE PRODUCTS;"PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN"
1108 14 00;– – Manioc (cassava) starch;166 €/t (1);—;;;;;11;II;VEGETABLE PRODUCTS;"PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN"
1108 19;– – Other starches:;;;;;;;11;II;VEGETABLE PRODUCTS;"PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN"
1108 19 10;– – – Rice starch;216 €/t;—;;;;;11;II;VEGETABLE PRODUCTS;"PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN"
1108 19 90;– – – Other;166 €/t;—;;;;;11;II;VEGETABLE PRODUCTS;"PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN"
1108 20 00;– Inulin;192;—;;;;;11;II;VEGETABLE PRODUCTS;"PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN"
1109 00 00;Wheat gluten, whether or not dried;512 €/t;—;;;;;11;II;VEGETABLE PRODUCTS;"PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN"
1;2;3;4;;;;;1;I;"LIVE ANIMALS; ANIMAL PRODUCTS";LIVE ANIMALS
1201;Soya beans, whether or not broken:;;;;;;;12;II;VEGETABLE PRODUCTS;"OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER"
1201 10 00;– Seed (1);►M230  Free ()  ◄;—;;;;;12;II;VEGETABLE PRODUCTS;"OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER"
1201 90 00;– Other;►M230  Free ()  ◄;—;;;;;12;II;VEGETABLE PRODUCTS;"OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER"
1202;Groundnuts, not roasted or otherwise cooked, whether or not shelled or broken:;;;;;;;12;II;VEGETABLE PRODUCTS;"OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER"
1202 30 00;– Seed (1);►M230  Free ()  ◄;—;;;;;12;II;VEGETABLE PRODUCTS;"OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER"
1202 41 00;– – In shell;►M230  Free ()  ◄;—;;;;;12;II;VEGETABLE PRODUCTS;"OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER"
1202 42 00;– – Shelled, whether or not broken;►M230  Free ()  ◄;—;;;;;12;II;VEGETABLE PRODUCTS;"OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER"
1203 00 00;Copra;►M230  Free ()  ◄;—;;;;;12;II;VEGETABLE PRODUCTS;"OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER"
1204 00;Linseed, whether or not broken:;;;;;;;12;II;VEGETABLE PRODUCTS;"OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER"
1204 00 10;– For sowing (1);►M230  Free ()  ◄;—;;;;;12;II;VEGETABLE PRODUCTS;"OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER"
1204 00 90;– Other;►M230  Free ()  ◄;—;;;;;12;II;VEGETABLE PRODUCTS;"OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER"
1205;Rape or colza seeds, whether or not broken:;;;;;;;12;II;VEGETABLE PRODUCTS;"OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER"
1205 10;– Low erucic acid rape or colza seeds:;;;;;;;12;II;VEGETABLE PRODUCTS;"OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER"
1205 10 10;– – For sowing (1);►M230  Free ()  ◄;—;;;;;12;II;VEGETABLE PRODUCTS;"OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER"
1205 10 90;– – Other;►M230  Free ()  ◄;—;;;;;12;II;VEGETABLE PRODUCTS;"OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER"
1205 90 00;– Other;►M230  Free ()  ◄;—;;;;;12;II;VEGETABLE PRODUCTS;"OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER"
1206 00;Sunflower seeds, whether or not broken:;;;;;;;12;II;VEGETABLE PRODUCTS;"OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER"
1206 00 10;– For sowing (1);►M230  Free ()  ◄;—;;;;;12;II;VEGETABLE PRODUCTS;"OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER"
1206 00 91;"– – Shelled; in grey-and-white-striped shell";►M230  Free ()  ◄;—;;;;;12;II;VEGETABLE PRODUCTS;"OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER"
1206 00 99;– – Other;►M230  Free ()  ◄;—;;;;;12;II;VEGETABLE PRODUCTS;"OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER"
1207;Other oil seeds and oleaginous fruits, whether or not broken:;;;;;;;12;II;VEGETABLE PRODUCTS;"OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER"
1207 10 00;– Palm nuts and kernels;►M230  Free ()  ◄;—;;;;;12;II;VEGETABLE PRODUCTS;"OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER"
1207 21 00;– – Seed (1);►M230  Free ()  ◄;—;;;;;12;II;VEGETABLE PRODUCTS;"OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER"
1207 29 00;– – Other;►M230  Free ()  ◄;—;;;;;12;II;VEGETABLE PRODUCTS;"OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER"
1207 30 00;– Castor oil seeds;►M230  Free ()  ◄;—;;;;;12;II;VEGETABLE PRODUCTS;"OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER"
1207 40;– Sesamum seeds:;;;;;;;12;II;VEGETABLE PRODUCTS;"OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER"
1207 40 10;– – Seed (1);►M230  Free ()  ◄;—;;;;;12;II;VEGETABLE PRODUCTS;"OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER"
1207 40 90;– – Other;►M230  Free ()  ◄;—;;;;;12;II;VEGETABLE PRODUCTS;"OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER"
1207 50;– Mustard seeds:;;;;;;;12;II;VEGETABLE PRODUCTS;"OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER"
1207 50 10;– – Seed (1);►M230  Free ()  ◄;—;;;;;12;II;VEGETABLE PRODUCTS;"OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER"
1207 50 90;– – Other;►M230  Free ()  ◄;—;;;;;12;II;VEGETABLE PRODUCTS;"OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER"
1207 60 00;– Safflower (Carthamus tinctorius) seeds;►M230  Free ()  ◄;—;;;;;12;II;VEGETABLE PRODUCTS;"OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER"
1207 70 00;– Melon seeds;►M230  Free ()  ◄;—;;;;;12;II;VEGETABLE PRODUCTS;"OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER"
1207 91;– – Poppy seeds:;;;;;;;12;II;VEGETABLE PRODUCTS;"OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER"
1207 91 10;– – – Seed (1);►M230  Free ()  ◄;—;;;;;12;II;VEGETABLE PRODUCTS;"OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER"
1207 91 90;– – – Other;►M230  Free ()  ◄;—;;;;;12;II;VEGETABLE PRODUCTS;"OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER"
1207 99;– – Other:;;;;;;;12;II;VEGETABLE PRODUCTS;"OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER"
1207 99 20;– – – Seed (1);►M230  Free ()  ◄;—;;;;;12;II;VEGETABLE PRODUCTS;"OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER"
1207 99 91;– – – – Hemp seeds;►M230  Free ()  ◄;—;;;;;12;II;VEGETABLE PRODUCTS;"OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER"
1207 99 96;– – – – Other;►M230  Free ()  ◄;—;;;;;12;II;VEGETABLE PRODUCTS;"OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER"
1208;Flours and meals of oil seeds or oleaginous fruits, other than those of mustard:;;;;;;;12;II;VEGETABLE PRODUCTS;"OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER"
1208 10 00;– Of soya beans;►M230  4,5 ()  ◄;—;;;;;12;II;VEGETABLE PRODUCTS;"OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER"
1208 90 00;– Other;►M230  Free ()  ◄;—;;;;;12;II;VEGETABLE PRODUCTS;"OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER"
1209;Seeds, fruit and spores, of a kind used for sowing:;;;;;;;12;II;VEGETABLE PRODUCTS;"OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER"
1209 10 00;– Sugar beet seeds;83;—;;;;;12;II;VEGETABLE PRODUCTS;"OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER"
1209 21 00;– – Lucerne (alfalfa) seeds;25;—;;;;;12;II;VEGETABLE PRODUCTS;"OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER"
1209 22;– – Clover (Trifolium spp.) seeds:;;;;;;;12;II;VEGETABLE PRODUCTS;"OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER"
1209 22 10;– – – Red clover (Trifolium pratense L.);Free;—;;;;;12;II;VEGETABLE PRODUCTS;"OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER"
1209 22 80;– – – Other;Free;—;;;;;12;II;VEGETABLE PRODUCTS;"OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER"
1209 23;– – Fescue seeds:;;;;;;;12;II;VEGETABLE PRODUCTS;"OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER"
1209 23 11;– – – Meadow fescue (Festuca pratensis Huds.) seeds;Free;—;;;;;12;II;VEGETABLE PRODUCTS;"OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER"
1209 23 15;– – – Red fescue (Festuca rubra L.) seeds;Free;—;;;;;12;II;VEGETABLE PRODUCTS;"OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER"
1209 23 80;– – – Other;25;—;;;;;12;II;VEGETABLE PRODUCTS;"OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER"
1209 24 00;– – Kentucky blue grass (Poa pratensis L.) seeds;Free;—;;;;;12;II;VEGETABLE PRODUCTS;"OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER"
1209 25;– – Ryegrass (Lolium multiflorum Lam., Lolium perenne L.) seeds:;;;;;;;12;II;VEGETABLE PRODUCTS;"OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER"
1209 25 10;– – – Italian ryegrass (including westerwolds) (Lolium multiflorum Lam.);Free;—;;;;;12;II;VEGETABLE PRODUCTS;"OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER"
1209 25 90;– – – Perennial ryegrass (Lolium perenne L.);Free;—;;;;;12;II;VEGETABLE PRODUCTS;"OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER"
1209 29;– – Other:;;;;;;;12;II;VEGETABLE PRODUCTS;"OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER"
1209 29 45;"– – – Timothy grass seed; vetch seed; seeds of the genus Poa (Poa palustris L., Poa trivialis L.); cocksfoot grass (Dactylis glomerata L.); bent grass (Agrostis)";Free;—;;;;;12;II;VEGETABLE PRODUCTS;"OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER"
1209 29 50;– – – Lupine seed;25;—;;;;;12;II;VEGETABLE PRODUCTS;"OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER"
1209 29 60;– – – Fodder beet seed (Beta vulgaris var. alba);83;—;;;;;12;II;VEGETABLE PRODUCTS;"OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER"
1209 29 80;– – – Other;25;—;;;;;12;II;VEGETABLE PRODUCTS;"OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER"
1209 30 00;– Seeds of herbaceous plants cultivated principally for their flowers;3;—;;;;;12;II;VEGETABLE PRODUCTS;"OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER"
1209 91;– – Vegetable seeds:;;;;;;;12;II;VEGETABLE PRODUCTS;"OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER"
